+--------+--------------------+-----------------+-------+------------------+
| Graph6 | Number of vertexes | Number of edges | Girth | Chromatic number |
| GCv^v{ |         8          |        40       |   3   |        5         |
| GCv]~w |         8          |        38       |   3   |        5         |
| GCv]|{ |         8          |        38       |   3   |        6         |
| GCv]~{ |         8          |        40       |   3   |        6         |
| GCv\|{ |         8          |        38       |   3   |        6         |
| GCv\~{ |         8          |        40       |   3   |        6         |
| GCv^~{ |         8          |        42       |   3   |        6         |
| GCu~fo |         8          |        34       |   3   |        4         |
| GCu~fW |         8          |        34       |   3   |        4         |
| GCu~fS |         8          |        34       |   3   |        4         |
| GCu~ds |         8          |        34       |   3   |        4         |
| GCu~e[ |         8          |        34       |   3   |        4         |
| GCu~b[ |         8          |        34       |   3   |        4         |
| GCu~c{ |         8          |        34       |   3   |        5         |
| GCu~fw |         8          |        36       |   3   |        5         |
| GCu~fs |         8          |        36       |   3   |        4         |
| GCu~f[ |         8          |        36       |   3   |        4         |
| GCu~e{ |         8          |        36       |   3   |        5         |
| GCu~f{ |         8          |        38       |   3   |        5         |
| GCu~~{ |         8          |        42       |   3   |        6         |
| GCv~vw |         8          |        40       |   3   |        5         |
| GCv~vk |         8          |        40       |   3   |        4         |
| GCv~u{ |         8          |        40       |   3   |        5         |
| GCv~t{ |         8          |        40       |   3   |        5         |
| GCv~v{ |         8          |        42       |   3   |        5         |
| GCv~~{ |         8          |        44       |   3   |        6         |
| GC~vfo |         8          |        36       |   3   |        4         |
| GC~vfW |         8          |        36       |   3   |        3         |
| GC~vew |         8          |        36       |   3   |        4         |
| GC~ve[ |         8          |        36       |   3   |        3         |
| GC~vb[ |         8          |        36       |   3   |        3         |
| GC~vc{ |         8          |        36       |   3   |        4         |
| GC~vfw |         8          |        38       |   3   |        4         |
| GC~vf[ |         8          |        38       |   3   |        3         |
| GC~ve{ |         8          |        38       |   3   |        4         |
| GC~vf{ |         8          |        40       |   3   |        4         |
| GC~vvw |         8          |        40       |   3   |        4         |
| GC~vvs |         8          |        40       |   3   |        5         |
| GC~vv{ |         8          |        42       |   3   |        5         |
| GC~v~w |         8          |        42       |   3   |        4         |
| GC~v~{ |         8          |        44       |   3   |        5         |
| GC~~~{ |         8          |        46       |   3   |        6         |
| GErvfg |         8          |        34       |   3   |        4         |
| GErvfK |         8          |        34       |   3   |        3         |
| GErvek |         8          |        34       |   3   |        4         |
| GErvfw |         8          |        36       |   3   |        4         |
| GErvfk |         8          |        36       |   3   |        4         |
| GErvf[ |         8          |        36       |   3   |        3         |
| GErvf{ |         8          |        38       |   3   |        4         |
| GErtrw |         8          |        34       |   3   |        4         |
| GErtr[ |         8          |        34       |   3   |        4         |
| GErtvw |         8          |        36       |   3   |        4         |
| GErtvk |         8          |        36       |   3   |        4         |
| GErtv[ |         8          |        36       |   3   |        4         |
| GErtu{ |         8          |        36       |   3   |        4         |
| GErtv{ |         8          |        38       |   3   |        4         |
| GErvvW |         8          |        36       |   3   |        4         |
| GErvvw |         8          |        38       |   3   |        4         |
| GErvvs |         8          |        38       |   3   |        4         |
| GErvvk |         8          |        38       |   3   |        4         |
| GErvv[ |         8          |        38       |   3   |        4         |
| GErvv{ |         8          |        40       |   3   |        4         |
| GErvnk |         8          |        38       |   3   |        5         |
| GErvn[ |         8          |        38       |   3   |        4         |
| GErvm{ |         8          |        38       |   3   |        5         |
| GErvl{ |         8          |        38       |   3   |        5         |
| GErvn{ |         8          |        40       |   3   |        5         |
| GErv]{ |         8          |        38       |   3   |        4         |
| GErv\{ |         8          |        38       |   3   |        4         |
| GErv^{ |         8          |        40       |   3   |        4         |
| GEru~w |         8          |        38       |   3   |        4         |
| GEru~s |         8          |        38       |   3   |        4         |
| GEru}{ |         8          |        38       |   3   |        5         |
| GEru~{ |         8          |        40       |   3   |        5         |
| GErt~w |         8          |        38       |   3   |        4         |
| GErt}{ |         8          |        38       |   3   |        5         |
| GErt~{ |         8          |        40       |   3   |        5         |
| GErv~{ |         8          |        42       |   3   |        5         |
| GEr^fg |         8          |        34       |   3   |        4         |
| GEr^fW |         8          |        34       |   3   |        4         |
| GEr^fS |         8          |        34       |   3   |        4         |
| GEr^es |         8          |        34       |   3   |        4         |
| GEr^fK |         8          |        34       |   3   |        3         |
| GEr^ek |         8          |        34       |   3   |        4         |
| GEr^e[ |         8          |        34       |   3   |        4         |
| GEr^fw |         8          |        36       |   3   |        4         |
| GEr^fs |         8          |        36       |   3   |        4         |
| GEr^fk |         8          |        36       |   3   |        4         |
| GEr^f[ |         8          |        36       |   3   |        4         |
| GEr^e{ |         8          |        36       |   3   |        4         |
| GEr^d{ |         8          |        36       |   3   |        4         |
| GEr^f{ |         8          |        38       |   3   |        4         |
| GEr]vo |         8          |        34       |   3   |        3         |
| GEr]vw |         8          |        36       |   3   |        4         |
| GEr]v{ |         8          |        38       |   3   |        4         |
| GEr^vo |         8          |        36       |   3   |        3         |
| GEr^uw |         8          |        36       |   3   |        4         |
| GEr^vw |         8          |        38       |   3   |        4         |
| GEr^vs |         8          |        38       |   3   |        4         |
| GEr^v{ |         8          |        40       |   3   |        4         |
| GEr]~w |         8          |        38       |   3   |        4         |
| GEr]~{ |         8          |        40       |   3   |        5         |
| GEr^~{ |         8          |        42       |   3   |        5         |
| GEr~vw |         8          |        40       |   3   |        4         |
| GEr~vk |         8          |        40       |   3   |        4         |
| GEr~u{ |         8          |        40       |   3   |        4         |
| GEr~v{ |         8          |        42       |   3   |        4         |
| GEr~~{ |         8          |        44       |   3   |        5         |
| GEhffO |         8          |        28       |   3   |        3         |
| GEhfeW |         8          |        28       |   3   |        3         |
| GEhfdW |         8          |        28       |   3   |        3         |
| GEhf`w |         8          |        28       |   3   |        3         |
| GEhffo |         8          |        30       |   3   |        3         |
| GEhffW |         8          |        30       |   3   |        3         |
| GEhfew |         8          |        30       |   3   |        3         |
| GEhfdw |         8          |        30       |   3   |        3         |
| GEhffc |         8          |        30       |   3   |        4         |
| GEhffS |         8          |        30       |   3   |        3         |
| GEhfes |         8          |        30       |   3   |        4         |
| GEhfe[ |         8          |        30       |   3   |        3         |
| GEhfc{ |         8          |        30       |   3   |        4         |
| GEhf`{ |         8          |        30       |   3   |        3         |
| GEhffw |         8          |        32       |   3   |        3         |
| GEhffs |         8          |        32       |   3   |        4         |
| GEhff[ |         8          |        32       |   3   |        3         |
| GEhfe{ |         8          |        32       |   3   |        4         |
| GEhfd{ |         8          |        32       |   3   |        4         |
| GEhff{ |         8          |        34       |   3   |        4         |
| GEheuo |         8          |        28       |   3   |        3         |
| GEherW |         8          |        28       |   3   |        3         |
| GEhevo |         8          |        30       |   3   |        3         |
| GEhevg |         8          |        30       |   3   |        3         |
| GEhevW |         8          |        30       |   3   |        3         |
| GEhevS |         8          |        30       |   3   |        4         |
| GEheus |         8          |        30       |   3   |        4         |
| GEhets |         8          |        30       |   3   |        4         |
| GEhevK |         8          |        30       |   3   |        3         |
| GEherk |         8          |        30       |   3   |        4         |
| GEher[ |         8          |        30       |   3   |        4         |
| GEhevw |         8          |        32       |   3   |        3         |
| GEhevs |         8          |        32       |   3   |        4         |
| GEhevk |         8          |        32       |   3   |        4         |
| GEhev[ |         8          |        32       |   3   |        4         |
| GEhev{ |         8          |        34       |   3   |        4         |
| GEhbro |         8          |        28       |   3   |        3         |
| GEhbtg |         8          |        28       |   3   |        3         |
| GEhbvo |         8          |        30       |   3   |        3         |
| GEhbvg |         8          |        30       |   3   |        3         |
| GEhbvc |         8          |        30       |   3   |        4         |
| GEhbus |         8          |        30       |   3   |        4         |
| GEhbrs |         8          |        30       |   3   |        4         |
| GEhbuk |         8          |        30       |   3   |        4         |
| GEhbtk |         8          |        30       |   3   |        3         |
| GEhbvw |         8          |        32       |   3   |        3         |
| GEhbvs |         8          |        32       |   3   |        4         |
| GEhbvk |         8          |        32       |   3   |        4         |
| GEhbv{ |         8          |        34       |   3   |        4         |
| GEhfvo |         8          |        32       |   3   |        3         |
| GEhfvg |         8          |        32       |   3   |        3         |
| GEhfuw |         8          |        32       |   3   |        3         |
| GEhfrw |         8          |        32       |   3   |        3         |
| GEhfvw |         8          |        34       |   3   |        3         |
| GEhfvs |         8          |        34       |   3   |        4         |
| GEhfvk |         8          |        34       |   3   |        4         |
| GEhfu{ |         8          |        34       |   3   |        4         |
| GEhfr{ |         8          |        34       |   3   |        4         |
| GEhfv{ |         8          |        36       |   3   |        4         |
| GEhf~w |         8          |        36       |   3   |        3         |
| GEhf~{ |         8          |        38       |   3   |        4         |
| GEjf`w |         8          |        30       |   3   |        3         |
| GEjfbw |         8          |        32       |   3   |        3         |
| GEjffc |         8          |        32       |   3   |        4         |
| GEjffS |         8          |        32       |   3   |        3         |
| GEjffK |         8          |        32       |   3   |        3         |
| GEjfa{ |         8          |        32       |   3   |        4         |
| GEjf`{ |         8          |        32       |   3   |        3         |
| GEjffw |         8          |        34       |   3   |        3         |
| GEjffs |         8          |        34       |   3   |        4         |
| GEjffk |         8          |        34       |   3   |        4         |
| GEjff[ |         8          |        34       |   3   |        3         |
| GEjfe{ |         8          |        34       |   3   |        4         |
| GEjfd{ |         8          |        34       |   3   |        4         |
| GEjfb{ |         8          |        34       |   3   |        4         |
| GEjff{ |         8          |        36       |   3   |        4         |
| GEjerW |         8          |        30       |   3   |        3         |
| GEjeqw |         8          |        30       |   3   |        3         |
| GEjevW |         8          |        32       |   3   |        3         |
| GEjeuw |         8          |        32       |   3   |        3         |
| GEjerw |         8          |        32       |   3   |        3         |
| GEjevc |         8          |        32       |   3   |        4         |
| GEjevS |         8          |        32       |   3   |        4         |
| GEjeus |         8          |        32       |   3   |        4         |
| GEjets |         8          |        32       |   3   |        4         |
| GEjevK |         8          |        32       |   3   |        3         |
| GEjeuk |         8          |        32       |   3   |        4         |
| GEjetk |         8          |        32       |   3   |        4         |
| GEjerk |         8          |        32       |   3   |        4         |
| GEjeu[ |         8          |        32       |   3   |        4         |
| GEjet[ |         8          |        32       |   3   |        4         |
| GEjer[ |         8          |        32       |   3   |        4         |
| GEjeq{ |         8          |        32       |   3   |        4         |
| GEjep{ |         8          |        32       |   3   |        3         |
| GEjevw |         8          |        34       |   3   |        3         |
| GEjevs |         8          |        34       |   3   |        4         |
| GEjevk |         8          |        34       |   3   |        4         |
| GEjev[ |         8          |        34       |   3   |        4         |
| GEjeu{ |         8          |        34       |   3   |        4         |
| GEjet{ |         8          |        34       |   3   |        4         |
| GEjer{ |         8          |        34       |   3   |        4         |
| GEjev{ |         8          |        36       |   3   |        4         |
| GEjbuo |         8          |        30       |   3   |        3         |
| GEjbro |         8          |        30       |   3   |        3         |
| GEjbvG |         8          |        30       |   3   |        3         |
| GEjbug |         8          |        30       |   3   |        3         |
| GEjbtg |         8          |        30       |   3   |        3         |
| GEjbvo |         8          |        32       |   3   |        3         |
| GEjbvg |         8          |        32       |   3   |        3         |
| GEjbvc |         8          |        32       |   3   |        4         |
| GEjbus |         8          |        32       |   3   |        4         |
| GEjbrs |         8          |        32       |   3   |        4         |
| GEjbvK |         8          |        32       |   3   |        3         |
| GEjbuk |         8          |        32       |   3   |        4         |
| GEjbtk |         8          |        32       |   3   |        4         |
| GEjbvw |         8          |        34       |   3   |        3         |
| GEjbvs |         8          |        34       |   3   |        4         |
| GEjbvk |         8          |        34       |   3   |        4         |
| GEjbv{ |         8          |        36       |   3   |        4         |
| GEjfNK |         8          |        32       |   3   |        4         |
| GEjfJk |         8          |        32       |   3   |        4         |
| GEjfK{ |         8          |        32       |   3   |        4         |
| GEjfI{ |         8          |        32       |   3   |        4         |
| GEjfNw |         8          |        34       |   3   |        3         |
| GEjfNk |         8          |        34       |   3   |        4         |
| GEjfM{ |         8          |        34       |   3   |        4         |
| GEjfJ{ |         8          |        34       |   3   |        4         |
| GEjfN{ |         8          |        36       |   3   |        4         |
| GEjeno |         8          |        32       |   3   |        3         |
| GEjenc |         8          |        32       |   3   |        4         |
| GEjenS |         8          |        32       |   3   |        3         |
| GEjemk |         8          |        32       |   3   |        4         |
| GEjel[ |         8          |        32       |   3   |        4         |
| GEjenw |         8          |        34       |   3   |        3         |
| GEjens |         8          |        34       |   3   |        4         |
| GEjenk |         8          |        34       |   3   |        4         |
| GEjen[ |         8          |        34       |   3   |        4         |
| GEjen{ |         8          |        36       |   3   |        4         |
| GEjdno |         8          |        32       |   3   |        3         |
| GEjdng |         8          |        32       |   3   |        3         |
| GEjdnc |         8          |        32       |   3   |        4         |
| GEjdnS |         8          |        32       |   3   |        3         |
| GEjdlk |         8          |        32       |   3   |        4         |
| GEjdm[ |         8          |        32       |   3   |        4         |
| GEjdnw |         8          |        34       |   3   |        3         |
| GEjdns |         8          |        34       |   3   |        4         |
| GEjdnk |         8          |        34       |   3   |        4         |
| GEjdn[ |         8          |        34       |   3   |        4         |
| GEjdn{ |         8          |        36       |   3   |        4         |
| GEjfrw |         8          |        34       |   3   |        3         |
| GEjfvw |         8          |        36       |   3   |        3         |
| GEjfvs |         8          |        36       |   3   |        4         |
| GEjfvk |         8          |        36       |   3   |        4         |
| GEjfu{ |         8          |        36       |   3   |        4         |
| GEjfr{ |         8          |        36       |   3   |        4         |
| GEjfv{ |         8          |        38       |   3   |        4         |
| GEjfnw |         8          |        36       |   3   |        3         |
| GEjfnk |         8          |        36       |   3   |        4         |
| GEjfn[ |         8          |        36       |   3   |        4         |
| GEjfm{ |         8          |        36       |   3   |        4         |
| GEjfl{ |         8          |        36       |   3   |        4         |
| GEjfn{ |         8          |        38       |   3   |        4         |
| GEjf~w |         8          |        38       |   3   |        3         |
| GEjf~{ |         8          |        40       |   3   |        4         |
| GEirvg |         8          |        32       |   3   |        4         |
| GEirvW |         8          |        32       |   3   |        4         |
| GEirtw |         8          |        32       |   3   |        4         |
| GEirvc |         8          |        32       |   3   |        4         |
| GEirus |         8          |        32       |   3   |        4         |
| GEirts |         8          |        32       |   3   |        4         |
| GEirrs |         8          |        32       |   3   |        4         |
| GEirvw |         8          |        34       |   3   |        4         |
| GEirvs |         8          |        34       |   3   |        4         |
| GEirt{ |         8          |        34       |   3   |        4         |
| GEirv{ |         8          |        36       |   3   |        4         |
| GEit^W |         8          |        32       |   3   |        3         |
| GEit\w |         8          |        32       |   3   |        4         |
| GEit^c |         8          |        32       |   3   |        3         |
| GEit\s |         8          |        32       |   3   |        4         |
| GEit\k |         8          |        32       |   3   |        4         |
| GEit\[ |         8          |        32       |   3   |        4         |
| GEit^w |         8          |        34       |   3   |        4         |
| GEit^s |         8          |        34       |   3   |        4         |
| GEit^k |         8          |        34       |   3   |        4         |
| GEit^[ |         8          |        34       |   3   |        4         |
| GEit\{ |         8          |        34       |   3   |        4         |
| GEit^{ |         8          |        36       |   3   |        4         |
| GEivvw |         8          |        36       |   3   |        4         |
| GEivvs |         8          |        36       |   3   |        4         |
| GEivv[ |         8          |        36       |   3   |        4         |
| GEivt{ |         8          |        36       |   3   |        4         |
| GEivr{ |         8          |        36       |   3   |        4         |
| GEivv{ |         8          |        38       |   3   |        4         |
| GEivnw |         8          |        36       |   3   |        4         |
| GEivns |         8          |        36       |   3   |        4         |
| GEivnk |         8          |        36       |   3   |        5         |
| GEivn[ |         8          |        36       |   3   |        4         |
| GEivm{ |         8          |        36       |   3   |        5         |
| GEivl{ |         8          |        36       |   3   |        5         |
| GEivj{ |         8          |        36       |   3   |        4         |
| GEivn{ |         8          |        38       |   3   |        5         |
| GEiv^w |         8          |        36       |   3   |        4         |
| GEiv^[ |         8          |        36       |   3   |        4         |
| GEiv^{ |         8          |        38       |   3   |        4         |
| GEit~w |         8          |        36       |   3   |        4         |
| GEit~[ |         8          |        36       |   3   |        4         |
| GEit|{ |         8          |        36       |   3   |        5         |
| GEit~{ |         8          |        38       |   3   |        5         |
| GEiv~w |         8          |        38       |   3   |        4         |
| GEiv~{ |         8          |        40       |   3   |        5         |
| GEhvF_ |         8          |        28       |   3   |        3         |
| GEhvFO |         8          |        28       |   3   |        3         |
| GEhvEo |         8          |        28       |   3   |        3         |
| GEhvDo |         8          |        28       |   3   |        3         |
| GEhvBo |         8          |        28       |   3   |        3         |
| GEhvEg |         8          |        28       |   3   |        4         |
| GEhvDg |         8          |        28       |   3   |        4         |
| GEhvCw |         8          |        28       |   3   |        3         |
| GEhvAw |         8          |        28       |   3   |        4         |
| GEhvFC |         8          |        28       |   3   |        3         |
| GEhvEc |         8          |        28       |   3   |        3         |
| GEhvDc |         8          |        28       |   3   |        3         |
| GEhvBc |         8          |        28       |   3   |        3         |
| GEhvCs |         8          |        28       |   3   |        3         |
| GEhvAs |         8          |        28       |   3   |        3         |
| GEhv@s |         8          |        28       |   3   |        3         |
| GEhvCk |         8          |        28       |   3   |        3         |
| GEhvAk |         8          |        28       |   3   |        4         |
| GEhv?{ |         8          |        28       |   3   |        3         |
| GEhvFo |         8          |        30       |   3   |        3         |
| GEhvFg |         8          |        30       |   3   |        4         |
| GEhvEw |         8          |        30       |   3   |        4         |
| GEhvDw |         8          |        30       |   3   |        4         |
| GEhvFc |         8          |        30       |   3   |        3         |
| GEhvFS |         8          |        30       |   3   |        3         |
| GEhvEs |         8          |        30       |   3   |        3         |
| GEhvDs |         8          |        30       |   3   |        3         |
| GEhvBs |         8          |        30       |   3   |        3         |
| GEhvEk |         8          |        30       |   3   |        4         |
| GEhvDk |         8          |        30       |   3   |        4         |
| GEhvC{ |         8          |        30       |   3   |        3         |
| GEhvA{ |         8          |        30       |   3   |        4         |
| GEhvFw |         8          |        32       |   3   |        4         |
| GEhvFs |         8          |        32       |   3   |        3         |
| GEhvFk |         8          |        32       |   3   |        4         |
| GEhvE{ |         8          |        32       |   3   |        4         |
| GEhvD{ |         8          |        32       |   3   |        4         |
| GEhvF{ |         8          |        34       |   3   |        4         |
| GEhuV_ |         8          |        28       |   3   |        3         |
| GEhuVO |         8          |        28       |   3   |        3         |
| GEhuUo |         8          |        28       |   3   |        3         |
| GEhuTo |         8          |        28       |   3   |        3         |
| GEhuRo |         8          |        28       |   3   |        3         |
| GEhuUg |         8          |        28       |   3   |        4         |
| GEhuUW |         8          |        28       |   3   |        3         |
| GEhuTW |         8          |        28       |   3   |        3         |
| GEhuSw |         8          |        28       |   3   |        4         |
| GEhuQw |         8          |        28       |   3   |        4         |
| GEhuUc |         8          |        28       |   3   |        3         |
| GEhuVo |         8          |        30       |   3   |        3         |
| GEhuVg |         8          |        30       |   3   |        4         |
| GEhuVW |         8          |        30       |   3   |        3         |
| GEhuUw |         8          |        30       |   3   |        4         |
| GEhuTw |         8          |        30       |   3   |        4         |
| GEhuRw |         8          |        30       |   3   |        4         |
| GEhuVc |         8          |        30       |   3   |        3         |
| GEhuUs |         8          |        30       |   3   |        4         |
| GEhuVw |         8          |        32       |   3   |        4         |
| GEhuVs |         8          |        32       |   3   |        4         |
| GEhuU{ |         8          |        32       |   3   |        4         |
| GEhuV{ |         8          |        34       |   3   |        4         |
| GEhvV_ |         8          |        30       |   3   |        3         |
| GEhvUo |         8          |        30       |   3   |        3         |
| GEhvRo |         8          |        30       |   3   |        3         |
| GEhvUg |         8          |        30       |   3   |        4         |
| GEhvTg |         8          |        30       |   3   |        4         |
| GEhvSw |         8          |        30       |   3   |        4         |
| GEhvQw |         8          |        30       |   3   |        4         |
| GEhvVo |         8          |        32       |   3   |        3         |
| GEhvVg |         8          |        32       |   3   |        4         |
| GEhvUw |         8          |        32       |   3   |        4         |
| GEhvTw |         8          |        32       |   3   |        4         |
| GEhvVc |         8          |        32       |   3   |        3         |
| GEhvVS |         8          |        32       |   3   |        4         |
| GEhvUs |         8          |        32       |   3   |        4         |
| GEhvTs |         8          |        32       |   3   |        4         |
| GEhvRs |         8          |        32       |   3   |        4         |
| GEhvUk |         8          |        32       |   3   |        4         |
| GEhvTk |         8          |        32       |   3   |        4         |
| GEhvS{ |         8          |        32       |   3   |        4         |
| GEhvQ{ |         8          |        32       |   3   |        4         |
| GEhvVw |         8          |        34       |   3   |        4         |
| GEhvVs |         8          |        34       |   3   |        4         |
| GEhvVk |         8          |        34       |   3   |        4         |
| GEhvU{ |         8          |        34       |   3   |        4         |
| GEhvT{ |         8          |        34       |   3   |        4         |
| GEhvV{ |         8          |        36       |   3   |        4         |
| GEhuuW |         8          |        30       |   3   |        4         |
| GEhuvo |         8          |        32       |   3   |        3         |
| GEhuvW |         8          |        32       |   3   |        4         |
| GEhutw |         8          |        32       |   3   |        4         |
| GEhurw |         8          |        32       |   3   |        4         |
| GEhuts |         8          |        32       |   3   |        4         |
| GEhurs |         8          |        32       |   3   |        4         |
| GEhus{ |         8          |        32       |   3   |        4         |
| GEhup{ |         8          |        32       |   3   |        4         |
| GEhuvw |         8          |        34       |   3   |        4         |
| GEhuvs |         8          |        34       |   3   |        4         |
| GEhuu{ |         8          |        34       |   3   |        4         |
| GEhut{ |         8          |        34       |   3   |        4         |
| GEhuv{ |         8          |        36       |   3   |        4         |
| GEhttW |         8          |        30       |   3   |        4         |
| GEhtvW |         8          |        32       |   3   |        4         |
| GEhtuw |         8          |        32       |   3   |        4         |
| GEhttw |         8          |        32       |   3   |        4         |
| GEhtts |         8          |        32       |   3   |        4         |
| GEhttk |         8          |        32       |   3   |        4         |
| GEhtrk |         8          |        32       |   3   |        4         |
| GEhtt[ |         8          |        32       |   3   |        4         |
| GEhts{ |         8          |        32       |   3   |        4         |
| GEhtq{ |         8          |        32       |   3   |        4         |
| GEhtp{ |         8          |        32       |   3   |        4         |
| GEhtvw |         8          |        34       |   3   |        4         |
| GEhtvs |         8          |        34       |   3   |        4         |
| GEhtvk |         8          |        34       |   3   |        4         |
| GEhtv[ |         8          |        34       |   3   |        4         |
| GEhtu{ |         8          |        34       |   3   |        4         |
| GEhtt{ |         8          |        34       |   3   |        4         |
| GEhtr{ |         8          |        34       |   3   |        4         |
| GEhtv{ |         8          |        36       |   3   |        4         |
| GEhrvg |         8          |        32       |   3   |        4         |
| GEhrvW |         8          |        32       |   3   |        4         |
| GEhrts |         8          |        32       |   3   |        4         |
| GEhrrs |         8          |        32       |   3   |        4         |
| GEhrvK |         8          |        32       |   3   |        3         |
| GEhrtk |         8          |        32       |   3   |        3         |
| GEhrrk |         8          |        32       |   3   |        4         |
| GEhru[ |         8          |        32       |   3   |        3         |
| GEhrt[ |         8          |        32       |   3   |        4         |
| GEhrr[ |         8          |        32       |   3   |        4         |
| GEhrs{ |         8          |        32       |   3   |        3         |
| GEhrq{ |         8          |        32       |   3   |        4         |
| GEhrp{ |         8          |        32       |   3   |        4         |
| GEhrvw |         8          |        34       |   3   |        4         |
| GEhrvs |         8          |        34       |   3   |        4         |
| GEhrvk |         8          |        34       |   3   |        4         |
| GEhrv[ |         8          |        34       |   3   |        4         |
| GEhru{ |         8          |        34       |   3   |        4         |
| GEhrt{ |         8          |        34       |   3   |        4         |
| GEhrr{ |         8          |        34       |   3   |        4         |
| GEhrv{ |         8          |        36       |   3   |        4         |
| GEhtno |         8          |        32       |   3   |        4         |
| GEhtng |         8          |        32       |   3   |        4         |
| GEhtlw |         8          |        32       |   3   |        4         |
| GEhtlk |         8          |        32       |   3   |        4         |
| GEhtnw |         8          |        34       |   3   |        4         |
| GEhtns |         8          |        34       |   3   |        4         |
| GEhtnk |         8          |        34       |   3   |        4         |
| GEhtm{ |         8          |        34       |   3   |        4         |
| GEhtl{ |         8          |        34       |   3   |        4         |
| GEhtn{ |         8          |        36       |   3   |        4         |
| GEhvvW |         8          |        34       |   3   |        4         |
| GEhvvw |         8          |        36       |   3   |        4         |
| GEhvvs |         8          |        36       |   3   |        4         |
| GEhvvk |         8          |        36       |   3   |        4         |
| GEhvv[ |         8          |        36       |   3   |        4         |
| GEhvu{ |         8          |        36       |   3   |        4         |
| GEhvt{ |         8          |        36       |   3   |        4         |
| GEhvr{ |         8          |        36       |   3   |        4         |
| GEhvv{ |         8          |        38       |   3   |        4         |
| GEhvnw |         8          |        36       |   3   |        4         |
| GEhvnk |         8          |        36       |   3   |        5         |
| GEhvl{ |         8          |        36       |   3   |        4         |
| GEhvn{ |         8          |        38       |   3   |        5         |
| GEhu~w |         8          |        36       |   3   |        4         |
| GEhu~k |         8          |        36       |   3   |        5         |
| GEhu}{ |         8          |        36       |   3   |        5         |
| GEhu|{ |         8          |        36       |   3   |        4         |
| GEhuz{ |         8          |        36       |   3   |        5         |
| GEhu~{ |         8          |        38       |   3   |        5         |
| GEht~w |         8          |        36       |   3   |        4         |
| GEht|{ |         8          |        36       |   3   |        5         |
| GEht~{ |         8          |        38       |   3   |        5         |
| GEhv~w |         8          |        38       |   3   |        4         |
| GEhv~{ |         8          |        40       |   3   |        5         |
| GEjvfK |         8          |        34       |   3   |        3         |
| GEjvbk |         8          |        34       |   3   |        4         |
| GEjve[ |         8          |        34       |   3   |        3         |
| GEjvb[ |         8          |        34       |   3   |        3         |
| GEjvc{ |         8          |        34       |   3   |        4         |
| GEjvfw |         8          |        36       |   3   |        4         |
| GEjvfk |         8          |        36       |   3   |        4         |
| GEjvf[ |         8          |        36       |   3   |        3         |
| GEjve{ |         8          |        36       |   3   |        4         |
| GEjvd{ |         8          |        36       |   3   |        4         |
| GEjvb{ |         8          |        36       |   3   |        4         |
| GEjvf{ |         8          |        38       |   3   |        4         |
| GEjvVo |         8          |        34       |   3   |        3         |
| GEjvVg |         8          |        34       |   3   |        4         |
| GEjvVW |         8          |        34       |   3   |        3         |
| GEjvUw |         8          |        34       |   3   |        4         |
| GEjvTw |         8          |        34       |   3   |        4         |
| GEjvVK |         8          |        34       |   3   |        3         |
| GEjvUk |         8          |        34       |   3   |        4         |
| GEjvTk |         8          |        34       |   3   |        4         |
| GEjvRk |         8          |        34       |   3   |        4         |
| GEjvS{ |         8          |        34       |   3   |        4         |
| GEjvQ{ |         8          |        34       |   3   |        4         |
| GEjvVw |         8          |        36       |   3   |        4         |
| GEjvVk |         8          |        36       |   3   |        4         |
| GEjvU{ |         8          |        36       |   3   |        4         |
| GEjvR{ |         8          |        36       |   3   |        4         |
| GEjvV{ |         8          |        38       |   3   |        4         |
| GEjurw |         8          |        34       |   3   |        4         |
| GEjuvK |         8          |        34       |   3   |        3         |
| GEjutk |         8          |        34       |   3   |        4         |
| GEjuu[ |         8          |        34       |   3   |        4         |
| GEjur[ |         8          |        34       |   3   |        4         |
| GEjus{ |         8          |        34       |   3   |        4         |
| GEjuvw |         8          |        36       |   3   |        4         |
| GEjuvs |         8          |        36       |   3   |        4         |
| GEjuvk |         8          |        36       |   3   |        4         |
| GEjuv[ |         8          |        36       |   3   |        4         |
| GEjuu{ |         8          |        36       |   3   |        4         |
| GEjut{ |         8          |        36       |   3   |        4         |
| GEjur{ |         8          |        36       |   3   |        4         |
| GEjuv{ |         8          |        38       |   3   |        4         |
| GEjtvW |         8          |        34       |   3   |        4         |
| GEjttw |         8          |        34       |   3   |        4         |
| GEjtvc |         8          |        34       |   3   |        4         |
| GEjtvK |         8          |        34       |   3   |        3         |
| GEjttk |         8          |        34       |   3   |        4         |
| GEjtrk |         8          |        34       |   3   |        4         |
| GEjtt[ |         8          |        34       |   3   |        4         |
| GEjtr[ |         8          |        34       |   3   |        4         |
| GEjts{ |         8          |        34       |   3   |        4         |
| GEjtvw |         8          |        36       |   3   |        4         |
| GEjtvs |         8          |        36       |   3   |        4         |
| GEjtvk |         8          |        36       |   3   |        4         |
| GEjtv[ |         8          |        36       |   3   |        4         |
| GEjtu{ |         8          |        36       |   3   |        4         |
| GEjtt{ |         8          |        36       |   3   |        4         |
| GEjtr{ |         8          |        36       |   3   |        4         |
| GEjtv{ |         8          |        38       |   3   |        4         |
| GEjvvw |         8          |        38       |   3   |        4         |
| GEjvvs |         8          |        38       |   3   |        4         |
| GEjvv{ |         8          |        40       |   3   |        4         |
| GEjvnw |         8          |        38       |   3   |        4         |
